Platform,Type,Owned,ForSale,Wishlist,Title,Publisher,Developer,DateAdded,Ownership,PriceLoose,PriceCIB,PriceNew,YourPrice,PricePaid,ItemCondition,BoxCondition,ManualCondition,Beat,PlayedCompletion,Notes
"Switch","VideoGame",1,0,0,"No More Heroes III","Grasshopper Manufacture inc.","Grasshopper Manufacture","12/23/2021","CIB","80,34","84","111,25","84","285",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Octopath Traveler","Square Enix","Square Enix","12/30/2022","Sealed","240,54","296,41","457,5","457,5","195",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Ori: The Collection","Microsoft Studios","Moon Studios","12/14/2021","Sealed","126,23","141,85","155,15","155,15","271,32",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Paper Mario: The Origami King","Nintendo","Intelligent Systems","09/30/2022","Sealed","132,41","143,78","169,74","169,74","180",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Persona 5 Royal","Atlus Co., Ltd.","Atlus Co., Ltd.","12/28/2022","CIB","153,22","173,05","186,94","173,05","200",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Persona 5 Strikers","Atlus Co., Ltd.","Omega Force","01/17/2023","Sealed","79,06","88,35","111,84","111,84","115",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Pokémon Brilliant Diamond","Nintendo","ILCA","08/26/2022","CIB","169,94","188,58","247,21","188,58","194",10,10,10,Yes,67%,""
"Switch","VideoGame",1,0,0,"Pokémon Legends: Arceus","Nintendo","Game Freak","05/16/2022","CIB","173","182,74","197,77","182,74","249",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Pokémon Scarlet & Violet Dual Pack","Nintendo","Game Freak","02/27/2023","Sealed","-1.0", "-1.0", "-1.0", "-1.0","895",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Pokémon Sword","Nintendo","Game Freak","11/16/2021","CIB","146,85","148,18","203,16","148,18","290",10,10,10,Yes,100%,""
"Switch","VideoGame",1,0,0,"Pokémon: Let's Go, Eevee! + Poké Ball Plus Pack","Nintendo","Game Freak","11/16/2021","CIB","731,06","840,53","1.109,6","840,53","-1.0",6,8,6,Yes,100%,""
"Switch","VideoGame",1,0,0,"Portal Knights","505 Games","Keen Games","11/16/2021","CIB","54,73","84","116,59","84","100",10,10,10,Yes,100%,""
"Switch","VideoGame",1,0,0,"Record of Lodoss War: Deedlit in Wonder Labyrinth","Playism","null","01/02/2023","Sealed","100,91","137,35","192,83","192,83","138",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Resident Evil: Revelations Collection","Capcom","Capcom","04/19/2022","Sealed","90,63","93,89","148,68","148,68","142",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Ring Fit Adventure","Nintendo","Nintendo","11/16/2021","CIB","143,38","179,18","242,32","179,18","830",10,8,10,No,50%,""
"Switch","VideoGame",1,0,0,"Rune Factory 4 Special","XSEED Games","Marvelous Entertainment","11/16/2021","CIB","103,98","117,18","141,16","117,18","201",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Rune Factory 5","Marvelous","Marvelous","05/13/2023","Sealed","114,86","123,36","145,81","145,81","205",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Saints Row: The Third - The Full Package","KOCH Media","Deep Silver","02/01/2022","Sealed","72,73","79,11","92,46","92,46","142",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Sakuna: Of Rice and Ruin","XSEED Games","Edelweiss","01/20/2022","Sealed","97,3","98,84","117,38","117,38","225",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Shantae: Half-Genie Hero - Ultimate Edition","XSEED Games","WayForward Technologies","01/02/2023","Sealed","-1.0", "-1.0", "-1.0", "-1.0","180",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Shin Megami Tensei lll: Nocturne HD Remaster","Sega","Atlus","10/07/2022","Sealed","78,02","88,9","110,36","110,36","152",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Shin Megami Tensei V","Sega","Atlus","09/03/2022","Sealed","123,61","133,15","166,62","166,62","219",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Shining Resonance Refrain","Sega","Sega","12/30/2022","Sealed","114,36","144,18","214,98","214,98","160",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Shovel Knight: Treasure Trove","Yacht Club Games","Yacht Club Games","11/15/2022","Sealed","130,53","148,28","168,06","168,06","179,99",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Skul: The Hero Slayer","Neowiz Games","null","06/26/2022","Sealed","124,7","124,7","134,24","134,24","164",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Souldiers","Pix'n Love","null","03/02/2023","Sealed","-1.0", "-1.0", "-1.0", "-1.0","258",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Source of Madness","Super Rare Games","null","03/09/2023","Sealed","199,5","199,5","338,19","338,19","287,22",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Stardew Valley","Fangamer","ConcernedApe","06/16/2022","Sealed","133,5","138,39","169,24","169,24","177",?,?,?,No, 0%,""
"Switch","VideoGame",1,0,0,"SteamWorld Dig 2","Image & Form","Image & Form Games","11/16/2021","CIB","126,92","166,67","259,87","166,67","92",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Super Dragon Ball Heroes: World Mission","Bandai Namco Entertainment","Bandai Namco Entertainment","01/05/2022","Sealed","94,63","122,62","177,75","177,75","146",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Super Mario 3D All-Stars","Nintendo","Nintendo","11/16/2021","Sealed","362,66","376,26","435,1","435,1","300",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Super Mario 3D World + Bowser's Fury","Nintendo","Nintendo","03/07/2023","Sealed","197,72","198,86","236,98","236,98","244,93",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Super Mario Odyssey","Nintendo","Nintendo","11/16/2021","CIB","175,52","187,78","202,72","187,78","225",10,10,10,Yes,100%,""
"Switch","VideoGame",1,0,0,"Super Mario Party","Nintendo","Nintendo","11/16/2021","CIB","155,79","157,08","197,62","157,08","300",10,10,10,No,33%,""
"Switch","VideoGame",1,0,0,"Super Neptunia RPG","Idea Factory","Compile Heart","03/25/2022","Sealed","143,34","193,47","217,5","217,5","150",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Sword Art Online FATAL BULLET Complete Edition","Bandai Namco Entertainment","Dimps Corporation","07/16/2022","Sealed","105,76","152,19","173","173","159",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Tactics Ogre: Reborn","Square Enix","Square Enix","12/15/2022","CIB","124,99","162,42","212,6","162,42","257",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Tales of Symphonia Remastered","Bandai Namco Entertainment","Bandai Namco Entertainment","04/04/2023","Sealed","146,2","148,28","162,37","162,37","276",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Tales of Vesperia: Definitive Edition","Bandai Namco Entertainment","Bandai Namco Entertainment","11/16/2021","CIB","107,49","110,46","146,94","110,46","-1.0",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"The Diofield Chronicle","Square Enix","Square Enix","01/19/2023","CIB","153,27","173,05","177,4","173,05","233,28",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"The Elder Scrolls V: Skyrim","Bethesda Softworks","Bethesda Game Studios","11/28/2021","Sealed","153,27","154,56","197,72","197,72","235",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"The Legend of Heroes: Trails from Zero [Deluxe Edition]","NIS America, Inc.","Nihon Falcom Corp.","02/06/2023","CIB","258,34","321,53","432,38","321,53","250",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"The Legend of Heroes: Trails of Cold Steel III - Extracurricular Edition","NIS America, Inc.","Nihon Falcom Corp.","03/25/2022","Sealed","217,3","249,79","321,77","321,77","290",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"The Legend of Heroes: Trails of Cold Steel IV Frontline Edition","NIS America, Inc.","null","01/20/2022","Sealed","-1.0", "-1.0", "-1.0", "-1.0","292",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"The Legend of Heroes: Trails to Azure [Deluxe Edition]","NIS America, Inc.","Nihon Falcom Corp.","06/06/2023","Sealed","148,28","383,53","484,54","484,54","315",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"The Legend of Zelda: Breath of the Wild","Nintendo","Nintendo","11/16/2021","CIB","199,35","199,65","231,15","199,65","-1.0",10,10,10,Yes,75%,""
"Switch","VideoGame",1,0,0,"The Legend of Zelda: Link's Awakening","Nintendo","Grezzo","11/16/2021","CIB","178,49","197,77","217,2","197,77","280",10,10,10,Yes,89%,""
"Switch","VideoGame",1,0,0,"The Legend of Zelda: Skyward Sword HD","Nintendo","Nintendo","11/16/2021","CIB","177,95","190,36","212,75","190,36","325",10,10,10,Yes,100%,""
"Switch","VideoGame",1,0,0,"The Legend of Zelda: Tears of the Kingdom","Nintendo","Nintendo EPD","05/31/2023","CIB","-1.0", "-1.0", "-1.0", "-1.0","399,99",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"The Outer Worlds","Private Division","Obsidian Entertainment","08/12/2022","Sealed","68,82","81,88","95,08","95,08","131",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"The Touryst","Shin'en Multimedia","Shin'en Multimedia","10/27/2022","Sealed","211,47","236,34","326,37","326,37","300",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"The Wonderful 101: Remastered","P&P Marketing","PlatinumGames","11/16/2021","Sealed","62,25","69,22","86,82","86,82","164",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Titan Quest","THQ Nordic","THQ Nordic","04/19/2022","Sealed","87,46","93,1","168,25","168,25","155",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Tokyo Mirage Sessions #FE Encore","Nintendo","Atlus","11/01/2022","Sealed","172,11","215,13","258,29","258,29","150",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Travis Strikes Again: No More Heroes","Grasshopper Manufacture inc.","Grasshopper Manufacture","07/06/2022","CIB","150,65","173","247,96","173","168",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Triangle Strategy","Square Enix","Square Enix","12/16/2022","CIB","151,3","156,04","184,32","156,04","230",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Trine: Ultimate Collection","Modus Games","Frozenbyte, Inc.","09/17/2022","Sealed","84,05","92,06","136,31","136,31","170",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Two Point Campus [Enrollment Edition]","Sega","Two Point Studios","01/17/2023","CIB","89,1","106,1","172,9","106,1","115",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Two Point Hospital","Sega","null","11/16/2021","Sealed","98,84","105,91","124,4","124,4","180",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Ultra Kaiju Monster Rancher","Bandai Namco Entertainment","Koei Tecmo","06/06/2023","Sealed","-1.0", "-1.0", "-1.0", "-1.0","275",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"UnderMine","Limited Run Games","null","03/14/2023","Sealed","197,92","227,88","265,31","265,31","275",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Unrailed! (SRG#49)","Daedalic Entertainment","null","08/24/2022","Sealed","178,24","205,53","215,32","215,32","255",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Valkyria Chronicles 4","Sega","Sega","11/16/2021","CIB","117,92","129,99","244,99","129,99","209",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Wallachia Reign of Dracula","null","null","11/16/2021","CIB","247,21","294,28","333,74","294,28","200",10,10,10,Yes,66%,""
"Switch","VideoGame",1,0,0,"Wargroove","Chucklefish Games","Chucklefish","11/16/2021","CIB","144,97","220,61","286,77","220,61","196",10,10,10,Yes,100%,""
"Switch","VideoGame",1,0,0,"Xenoblade Chronicles 2","Nintendo","Monolith Software, Inc.","11/16/2021","CIB","210,13","224,97","302,74","224,97","350",10,10,10,Yes,68%,""
"Switch","VideoGame",1,0,0,"Xenoblade Chronicles 2: Torna the Golden Country","Nintendo","Monolith Soft","09/17/2022","CIB","203,01","234,85","308,38","234,85","240",10,10,10,Yes,67%,""
"Switch","VideoGame",1,0,0,"Xenoblade Chronicles 3","Nintendo","Monolith Software, Inc.","11/25/2022","CIB","182,94","189,27","202,72","189,27","246",10,10,10,Yes,80%,""
"Switch","VideoGame",1,0,0,"Xenoblade Chronicles: Definitive Edition","Nintendo","Monolith Soft","11/16/2021","Sealed","179,33","188,28","224,97","224,97","330",?,10,?,Yes,80%,""
"Switch","VideoGame",1,0,0,"Ys IX Monstrum Nox - Pact Edition","NIS America, Inc.","Nihon Falcom Corp.","07/28/2022","Sealed","183,93","211,96","256,96","256,96","299",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Ys Origin","DotEmu","Nihon Falcom Corp.","05/03/2022","Sealed","138,14","146,2","153,52","153,52","181",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Ys VIII: Lacrimosa of DANA","NIS America, Inc.","Falcom","01/16/2022","Sealed","220,02","264,52","343,53","343,53","292",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Zombies Ate My Neighbors and Ghoul Patrol","Limited Run Games","null","10/07/2022","Sealed","213,84","215,72","233,67","233,67","190",?,10,?,No, 0%,""
"PC","VideoGame",1,0,0,"FIFA 12","Electronic Arts","Electronic Arts","11/16/2021","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0",6,6,6,Yes,100%,""
"PC","VideoGame",1,0,0,"StarCraft II: Legacy of the Void","Blizzard Entertainment","Blizzard","11/16/2021","CIB","37,48","69,17","138,44","69,17","-1.0",6,6,6,Yes,100%,""
